fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,QualityBins,Price range,PH Ratio,Alcohol content
7.5,0.3,0.21,6.55,0.026,33,143,0.99244,2.92,0.35,11.1,5,Low,Medium,2.243150685,High
7.2,0.26,0.24,7,0.023,19,130,0.99176,3.14,0.49,12.8,7,High,Medium,2.229299363,High
6.3,0.32,0.32,1.5,0.037,12,76,0.98993,3.3,0.46,12.3,6,Medium,Medium,0.454545455,High
7.7,0.24,0.3,1.4,0.041,15,102,0.9929,3.26,0.53,10.4,6,Medium,Expensive,0.429447853,Medium
7.4,0.25,0.28,7.25,0.028,14,78,0.99238,2.94,0.37,11.5,7,High,Expensive,2.465986395,High
7,0.24,0.35,1,0.032,42,104,0.98988,3.16,0.37,11.7,7,High,Expensive,0.316455696,High
5.8,0.28,0.28,4.2,0.044,52,158,0.992,3.35,0.44,10.7,7,High,Medium,1.253731343,Medium
6.8,0.19,0.71,17.5,0.042,21,114,0.99784,2.85,0.5,9.5,6,Medium,Medium,6.140350877,Medium
6.8,0.19,0.71,17.5,0.042,21,114,0.99784,2.85,0.5,9.5,6,Medium,Medium,6.140350877,Medium
6.8,0.19,0.71,17.5,0.042,21,114,0.99784,2.85,0.5,9.5,6,Medium,Low,6.140350877,Medium
6.6,0.19,0.35,1.5,0.037,37,107,0.99006,3.18,0.68,12,7,High,Medium,0.471698113,High
6.4,0.28,0.36,1.3,0.053,28,186,0.99211,3.31,0.45,10.8,5,Low,Expensive,0.392749245,Medium
5.6,0.28,0.27,3.9,0.043,52,158,0.99202,3.35,0.44,10.7,7,High,Expensive,1.164179104,Medium
5.6,0.28,0.28,4.2,0.044,52,158,0.992,3.35,0.44,10.7,7,High,Medium,1.253731343,Medium
6.8,0.19,0.32,7.6,0.049,37,107,0.99332,3.12,0.44,10.7,7,High,Expensive,2.435897436,Medium
7.2,0.16,0.29,1,0.031,40,123,0.98958,3.12,0.4,12.1,7,High,Medium,0.320512821,High
6.6,0.17,0.28,1.1,0.034,55,108,0.98939,3,0.52,11.9,7,High,Expensive,0.366666667,High
6.6,0.19,0.28,11.8,0.042,54,137,0.99492,3.18,0.37,10.8,6,Medium,Medium,3.710691824,Medium
5.8,0.2,0.24,1.4,0.033,65,169,0.99043,3.59,0.56,12.3,7,High,Medium,0.389972145,High
6.6,0.39,0.38,9.7,0.053,49,226,0.99787,3.3,0.57,9.4,6,Medium,Medium,2.939393939,Medium
6.8,0.12,0.3,12.9,0.049,32,88,0.99654,3.2,0.35,9.9,6,Medium,Low,4.03125,Medium
6.6,0.295,0.24,1.6,0.039,29,140,0.99304,3.35,0.61,10.4,7,High,Medium,0.47761194,Medium
6.6,0.26,0.24,7.2,0.038,28,137,0.9952,3.35,0.6,10.4,6,Medium,Medium,2.149253731,Medium
7,0.32,0.27,7.1,0.027,37,122,0.99165,3.15,0.6,12.6,7,High,Expensive,2.253968254,High
7.4,0.36,0.23,1.9,0.017,31,69,0.9892,2.93,0.36,12.5,6,Medium,Medium,0.648464164,High
6.7,0.35,0.48,8.8,0.056,35,167,0.99628,3.04,0.47,9.4,5,Low,Medium,2.894736842,Medium
6.4,0.38,0.24,7.2,0.047,41,151,0.99604,3.11,0.6,9.2,5,Low,Medium,2.31511254,Medium
6.8,0.14,0.18,1.4,0.047,30,90,0.99164,3.27,0.54,11.2,6,Medium,Medium,0.428134557,High
7,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,6,Medium,Medium,4.914089347,Medium
7,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,6,Medium,Medium,4.914089347,Medium
6.7,0.35,0.48,8.8,0.056,35,167,0.99628,3.04,0.47,9.4,5,Low,Medium,2.894736842,Medium
6.8,0.14,0.18,1.4,0.047,30,90,0.99164,3.27,0.54,11.2,6,Medium,Medium,0.428134557,High
6.8,0.16,0.18,1.8,0.046,31,114,0.99226,3.27,0.55,10.8,6,Medium,Medium,0.550458716,Medium
7,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,6,Medium,Medium,4.914089347,Medium
6.4,0.38,0.24,7.2,0.047,41,151,0.99604,3.11,0.6,9.2,5,Low,Expensive,2.31511254,Medium
7.2,0.24,0.3,1.2,0.037,11,95,0.98914,2.96,0.36,12.5,6,Medium,Medium,0.405405405,High
7.7,0.32,0.61,11.8,0.041,66,188,0.99794,3,0.54,9.3,5,Low,Medium,3.933333333,Medium
7,0.29,0.33,0.9,0.041,20,117,0.99048,3.21,0.5,11.4,5,Low,Medium,0.280373832,High
7.1,0.27,0.24,12.6,0.044,48,118,0.99726,3.04,0.56,10,7,High,Expensive,4.144736842,Medium
6.8,0.45,0.28,26.05,0.031,27,122,1.00295,3.06,0.42,10.6,6,Medium,Low,8.513071895,Medium
6.3,0.2,0.26,4.7,0.04,108,168,0.99278,3.07,0.75,10.7,7,High,Medium,1.530944625,Medium
7.1,0.27,0.24,12.6,0.044,48,118,0.99726,3.04,0.56,10,7,High,Expensive,4.144736842,Medium
7.2,0.24,0.3,1.2,0.037,11,95,0.98914,2.96,0.36,12.5,6,Medium,Expensive,0.405405405,High
6.8,0.45,0.28,26.05,0.031,27,122,1.00295,3.06,0.42,10.6,6,Medium,Expensive,8.513071895,Medium
6.6,0.36,0.28,6.1,0.029,12,93,0.99054,3.19,0.27,12.8,7,High,Medium,1.912225705,High
7.7,0.32,0.61,11.8,0.041,66,188,0.99794,3,0.54,9.3,5,Low,Medium,3.933333333,Medium
7,0.29,0.33,0.9,0.041,20,117,0.99048,3.21,0.5,11.4,5,Low,Low,0.280373832,High
6.4,0.37,0.2,5.6,0.117,61,183,0.99459,3.24,0.43,9.5,5,Low,Low,1.728395062,Medium
6.4,0.38,0.2,5.3,0.117,57,181,0.99459,3.24,0.43,9.5,6,Medium,Low,1.635802469,Medium
6.4,0.36,0.2,5.7,0.118,61,172,0.9946,3.24,0.43,9.5,6,Medium,Expensive,1.759259259,Medium
6.6,0.3,0.25,8,0.036,21,124,0.99362,3.06,0.38,10.8,6,Medium,Expensive,2.614379085,Medium
6.6,0.3,0.25,8,0.036,21,124,0.99362,3.06,0.38,10.8,6,Medium,Medium,2.614379085,Medium
6.5,0.21,0.51,17.6,0.045,34,125,0.99966,3.2,0.47,8.8,6,Medium,Expensive,5.5,Low
6.6,0.3,0.25,8,0.036,21,124,0.99362,3.06,0.38,10.8,6,Medium,Expensive,2.614379085,Medium
7.6,0.31,0.27,8.8,0.021,57,156,0.99442,3.08,0.38,11,7,High,Expensive,2.857142857,Medium
5.8,0.58,0,1.5,0.02,33,96,0.98918,3.29,0.38,12.4,6,Medium,Low,0.455927052,High
6.5,0.26,0.39,1.4,0.02,12,66,0.99089,3.25,0.75,11.3,7,High,Medium,0.430769231,High
8.7,0.3,0.34,4.8,0.018,23,127,0.99474,3.12,0.49,11.2,7,High,Low,1.538461538,High
6.4,0.29,0.32,2.4,0.014,34,89,0.99008,3.24,0.66,12.5,7,High,Expensive,0.740740741,High
6.7,0.13,0.32,3.7,0.017,32,99,0.99348,3.12,0.44,10,6,Medium,Medium,1.185897436,Medium
6.8,0.19,0.33,4.9,0.047,42,130,0.99283,3.12,0.56,11,6,Medium,Low,1.570512821,Medium
6,0.25,0.4,5.7,0.052,56,152,0.99398,3.16,0.88,10.5,6,Medium,Low,1.803797468,Medium
6,0.25,0.4,5.7,0.052,56,152,0.99398,3.16,0.88,10.5,6,Medium,Medium,1.803797468,Medium
6.8,0.19,0.33,4.9,0.047,42,130,0.99283,3.12,0.56,11,6,Medium,Medium,1.570512821,Medium
6.4,0.24,0.23,2,0.046,30,133,0.9908,3.12,0.54,11.4,7,High,Expensive,0.641025641,High
5.9,0.18,0.28,5.1,0.039,50,139,0.99165,3.16,0.44,11.3,6,Medium,Medium,1.613924051,High
7.2,0.33,0.22,4.5,0.031,10,73,0.99076,2.97,0.52,12.2,7,High,Low,1.515151515,High
6.4,0.29,0.24,3.2,0.037,31,95,0.98942,2.9,0.66,12.6,7,High,Expensive,1.103448276,High
7.3,0.31,0.25,6.65,0.032,30,138,0.99244,2.9,0.37,11.1,5,Low,Medium,2.293103448,High
7,0.29,0.37,1.6,0.035,34,126,0.99058,3.26,0.47,12.3,6,Medium,Medium,0.490797546,High
6.9,0.19,0.6,4,0.037,6,122,0.99255,2.92,0.59,10.4,4,Low,Medium,1.369863014,Medium
6.3,0.32,0.17,17.75,0.06,51,190,0.99916,3.13,0.48,8.8,6,Medium,Low,5.670926518,Low
6.6,0.085,0.33,1.4,0.036,17,109,0.99306,3.27,0.61,9.5,6,Medium,Medium,0.428134557,Medium
6.3,0.32,0.17,17.75,0.06,51,190,0.99916,3.13,0.48,8.8,6,Medium,Medium,5.670926518,Low
6.8,0.18,0.32,7.2,0.047,17,109,0.99498,3.42,0.44,10.4,6,Medium,Expensive,2.105263158,Medium
6.8,0.52,0.26,5.7,0.038,27,130,0.99,3.11,0.27,13,7,High,Medium,1.832797428,High
7.1,0.28,0.28,8.5,0.03,25,191,0.99338,3.16,0.46,12.2,7,High,Expensive,2.689873418,High
5.7,0.15,0.47,11.4,0.035,49,128,0.99456,3.03,0.34,10.5,8,High,Expensive,3.762376238,Medium
5.8,0.275,0.3,5.4,0.043,41,149,0.9926,3.33,0.42,10.8,7,High,Medium,1.621621622,Medium
5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,8,High,Medium,0.84375,High
5.8,0.32,0.28,4.3,0.032,46,115,0.98946,3.16,0.57,13,8,High,Medium,1.360759494,High
6.7,0.22,0.39,1.2,0.049,26,152,0.99346,3.5,0.47,10,6,Medium,Medium,0.342857143,Medium
6.1,0.6,0.12,1.8,0.05,11,76,0.99268,3.42,0.48,10.4,4,Low,Medium,0.526315789,Medium
6.5,0.26,0.31,1.3,0.034,59,145,0.98944,3.16,0.54,12.4,6,Medium,Expensive,0.411392405,High
5,0.29,0.54,5.7,0.035,54,155,0.98976,3.27,0.34,12.9,8,High,Medium,1.743119266,High
5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,8,High,Medium,0.84375,High
6.8,0.21,0.26,11.7,0.038,61,152,0.99523,3.02,0.56,10.5,7,High,Medium,3.874172185,Medium
5.8,0.32,0.28,4.3,0.032,46,115,0.98946,3.16,0.57,13,8,High,Expensive,1.360759494,High
6.5,0.27,0.26,11,0.03,2,82,0.99402,3.07,0.36,11.2,5,Low,Medium,3.583061889,High
5.9,0.37,0.32,1.6,0.029,41,102,0.98916,3.41,0.55,12.7,7,High,Medium,0.469208211,High
6.2,0.21,0.18,11.6,0.044,61,155,0.99655,3.14,0.52,9.4,6,Medium,Expensive,3.694267516,Medium
6.8,0.3,0.29,6.2,0.025,29,95,0.99071,3.03,0.32,12.9,7,High,Expensive,2.04620462,High
7.3,0.41,0.29,1.8,0.032,26,74,0.98889,2.96,0.35,13,8,High,Expensive,0.608108108,High
5.4,0.3,0.3,1.2,0.029,25,93,0.98742,3.31,0.4,13.6,7,High,Medium,0.362537764,High
6.6,0.34,0.2,1,0.053,26,112,0.99336,3.32,0.55,9.1,5,Low,Medium,0.301204819,Medium
5.6,0.25,0.19,2.4,0.049,42,166,0.992,3.25,0.43,10.4,6,Medium,Expensive,0.738461538,Medium
5.3,0.3,0.3,1.2,0.029,25,93,0.98742,3.31,0.4,13.6,7,High,Expensive,0.362537764,High
6.9,0.58,0.58,8.2,0.032,29,169,0.99275,3.28,0.44,12.2,6,Medium,Low,2.5,High
7.2,0.23,0.25,18.8,0.085,19,111,1.00044,3.1,0.51,8.7,5,Low,Expensive,6.064516129,Low
7.1,0.2,0.27,9.6,0.037,19,105,0.99444,3.04,0.37,10.5,7,High,Low,3.157894737,Medium
6.8,0.15,0.41,12.9,0.044,79.5,183,0.99742,3.24,0.78,10.2,6,Medium,Expensive,3.981481481,Medium
7,0.22,0.26,9.2,0.027,37,122,0.99228,3.06,0.34,12.5,8,High,Low,3.006535948,High
6.4,0.16,0.44,1.2,0.051,39,122,0.99058,3.11,0.75,11.3,7,High,Low,0.38585209,High
6.8,0.15,0.41,12.9,0.044,79.5,183,0.99742,3.24,0.78,10.2,6,Medium,Low,3.981481481,Medium
6.8,0.31,0.3,8,0.028,33,122,0.99164,3.13,0.63,12.6,7,High,Low,2.555910543,High
6.8,0.15,0.41,12.9,0.044,79.5,183,0.99742,3.24,0.78,10.2,6,Medium,Low,3.981481481,Medium
7.6,0.3,0.37,1.6,0.087,27,177,0.99438,3.09,0.5,9.8,5,Low,Expensive,0.517799353,Medium
6,0.16,0.27,12,0.03,39,98,0.99402,3.15,0.34,10.8,5,Low,Medium,3.80952381,Medium
7.1,0.21,0.35,2.5,0.04,41,186,0.99128,3.32,0.56,12.5,6,Medium,Expensive,0.753012048,High
7,0.22,0.26,9.2,0.027,37,122,0.99228,3.06,0.34,12.5,8,High,Expensive,3.006535948,High
5.6,0.21,0.24,4.4,0.027,37,150,0.991,3.3,0.31,11.5,7,High,Expensive,1.333333333,High
7.4,0.22,0.26,8.8,0.027,23,112,0.9931,2.98,0.41,11.4,6,Medium,Expensive,2.953020134,High
7.1,0.2,0.27,9.6,0.037,19,105,0.99444,3.04,0.37,10.5,7,High,Low,3.157894737,Medium
6.8,0.31,0.3,8,0.028,33,122,0.99164,3.13,0.63,12.6,7,High,Low,2.555910543,High
7.2,0.23,0.25,18.8,0.085,19,111,1.00044,3.1,0.51,8.7,5,Low,Low,6.064516129,Low
6.4,0.15,0.4,1.3,0.053,61,146,0.99112,3.17,0.68,11,6,Medium,Low,0.410094637,Medium
6.4,0.16,0.44,1.2,0.051,39,122,0.99058,3.11,0.75,11.3,7,High,Low,0.38585209,High
6.8,0.15,0.41,12.9,0.044,79.5,182,0.99742,3.24,0.78,10.2,6,Medium,Low,3.981481481,Medium
6.3,0.22,0.34,1.2,0.036,32,96,0.98961,3.06,0.74,11.6,6,Medium,Low,0.392156863,High
7.6,0.3,0.37,1.6,0.087,27,177,0.99438,3.09,0.5,9.8,5,Low,Low,0.517799353,Medium
7,0.3,0.27,1.5,0.076,24,145,0.99344,3.1,0.52,10.1,5,Low,Medium,0.483870968,Medium
6.6,0.26,0.22,18.15,0.05,23,139,0.99904,3.06,0.5,9.2,5,Low,Medium,5.931372549,Medium
7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6,Medium,Medium,4.295081967,Medium
7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6,Medium,Medium,4.295081967,Medium
7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6,Medium,Medium,4.295081967,Medium
7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6,Medium,Medium,4.295081967,Medium
6.6,0.15,0.34,1,0.037,45,79,0.98949,2.96,0.5,11.7,6,Medium,Expensive,0.337837838,High
6.7,0.34,0.43,1.6,0.041,29,114,0.99014,3.23,0.44,12.6,6,Medium,Low,0.495356037,High
7.7,0.35,0.46,11.8,0.088,61,183,0.99786,2.86,0.47,9,5,Low,Expensive,4.125874126,Low
6.7,0.31,0.09,1.4,0.039,53,141,0.99206,3.12,0.44,10.1,5,Low,Expensive,0.448717949,Medium
4.7,0.67,0.09,1,0.02,5,9,0.98722,3.3,0.34,13.6,5,Low,Medium,0.303030303,High
7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6,Medium,Medium,4.295081967,Medium
6.3,0.2,0.18,10.6,0.045,57,159,0.99666,3.09,0.54,9.2,5,Low,Medium,3.430420712,Medium
6.6,0.28,0.23,10.4,0.049,45,190,0.99754,3.12,0.51,8.8,5,Low,Expensive,3.333333333,Low
8.5,0.18,0.3,1.1,0.028,34,95,0.99272,2.83,0.36,10,4,Low,Medium,0.38869258,Medium
6.5,0.35,0.38,7.4,0.036,20,196,0.99712,3.47,0.48,9.1,6,Medium,Expensive,2.132564841,Medium
6.8,0.22,0.26,1.2,0.041,29,182,0.99104,3.04,0.35,11.2,5,Low,Medium,0.394736842,High
6.3,0.18,0.24,3.4,0.053,20,119,0.99373,3.11,0.52,9.2,6,Medium,Medium,1.093247588,Medium
6.6,0.26,0.22,18.15,0.05,23,139,0.99904,3.06,0.5,9.2,5,Low,Medium,5.931372549,Medium
6.6,0.3,0.45,8,0.038,54,200,0.9956,3.18,0.48,9.5,5,Low,Medium,2.51572327,Medium
6.3,0.34,0.27,2.5,0.024,40,152,0.99095,3.35,0.6,11.9,7,High,Low,0.746268657,High
7.7,0.3,0.23,2,0.068,28,138,0.99382,3.11,0.62,9.8,5,Low,Low,0.643086817,Medium
7.7,0.31,0.23,2,0.069,29,134,0.99382,3.11,0.62,9.8,5,Low,Expensive,0.643086817,Medium
5.7,0.265,0.28,6.9,0.036,46,150,0.99299,3.36,0.44,10.8,7,High,Low,2.053571429,Medium
5.4,0.255,0.33,1.2,0.051,29,122,0.99048,3.37,0.66,11.3,6,Medium,Expensive,0.356083086,High
6.6,0.26,0.28,9.4,0.028,13,121,0.99254,3.17,0.34,12.1,6,Medium,Expensive,2.965299685,High
4.8,0.17,0.28,2.9,0.03,22,111,0.9902,3.38,0.34,11.3,7,High,Expensive,0.857988166,High
5.7,0.265,0.28,6.9,0.036,46,150,0.99299,3.36,0.44,10.8,7,High,Expensive,2.053571429,Medium
6.2,0.2,0.33,5.4,0.028,21,75,0.99012,3.36,0.41,13.5,7,High,Expensive,1.607142857,High
7.5,0.28,0.41,1.3,0.044,11,126,0.99293,3.28,0.45,10.3,5,Low,Medium,0.396341463,Medium
6.2,0.22,0.2,20.8,0.035,58,184,1.00022,3.11,0.53,9,6,Medium,Expensive,6.688102894,Low
7,0.34,0.26,10.3,0.041,51,166,0.99382,3.08,0.35,11.6,6,Medium,Expensive,3.344155844,High
7.5,0.28,0.41,1.3,0.044,11,126,0.99293,3.28,0.45,10.3,5,Low,Low,0.396341463,Medium
6.5,0.19,0.34,1.6,0.029,39,116,0.98954,3.21,0.68,12.5,6,Medium,Expensive,0.498442368,High
6,0.21,0.29,13.1,0.042,28,125,0.99936,3.39,0.45,8.6,5,Low,Low,3.864306785,Low
6.1,0.22,0.46,1.8,0.16,34,74,0.9884,3.19,0.33,13.4,6,Medium,Low,0.564263323,High
6.5,0.32,0.48,8,0.026,18,88,0.99144,3.22,0.79,12.7,4,Low,Low,2.48447205,High
7.1,0.21,0.72,1.6,0.167,65,120,0.99324,2.97,0.51,9.2,5,Low,Expensive,0.538720539,Medium
5.6,0.26,0.18,1.4,0.034,18,135,0.99174,3.32,0.35,10.2,6,Medium,Medium,0.421686747,Medium
7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7,High,Medium,4.966216216,Low
7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7,High,Medium,4.966216216,Low
7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7,High,Medium,4.966216216,Low
7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7,High,Medium,4.966216216,Low
7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7,High,Medium,4.966216216,Low
7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7,High,Medium,4.966216216,Low
7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7,High,Expensive,4.966216216,Low
7.4,0.27,0.28,1.8,0.04,45,121,0.99043,3.02,0.4,11.9,5,Low,Low,0.59602649,High
6.8,0.22,0.3,10.6,0.07,67,194,0.99654,2.89,0.42,9,6,Medium,Medium,3.667820069,Low
6.2,0.24,0.25,12.5,0.055,47,134,0.99758,3.3,0.51,9,5,Low,Medium,3.787878788,Low
6.3,0.28,0.29,6.8,0.051,40,143,0.99374,3.43,0.59,11,6,Medium,Medium,1.982507289,Medium
7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7,High,Medium,4.966216216,Low
5.5,0.17,0.23,2.9,0.039,10,108,0.99243,3.28,0.5,10,5,Low,Medium,0.884146341,Medium
6.5,0.26,0.34,1.4,0.04,25,184,0.99216,3.29,0.46,10.7,5,Low,Medium,0.425531915,Medium
6.6,0.27,0.33,1.4,0.042,24,183,0.99215,3.29,0.46,10.7,5,Low,Low,0.425531915,Medium
5.4,0.46,0.15,2.1,0.026,29,130,0.98953,3.39,0.77,13.4,8,High,Expensive,0.619469027,High
7.8,0.19,0.32,7.4,0.015,47,124,0.99278,2.99,0.39,11,6,Medium,Medium,2.474916388,Medium
5.5,0.17,0.23,2.9,0.039,10,108,0.99243,3.28,0.5,10,5,Low,Medium,0.884146341,Medium
6.5,0.26,0.34,1.4,0.04,25,184,0.99216,3.29,0.46,10.7,5,Low,Medium,0.425531915,Medium
6.6,0.27,0.33,1.4,0.042,24,183,0.99215,3.29,0.46,10.7,5,Low,Expensive,0.425531915,Medium
7.8,0.19,0.32,7.4,0.015,47,124,0.99278,2.99,0.39,11,6,Medium,Expensive,2.474916388,Medium
7.8,0.2,0.32,5,0.016,31,101,0.99186,2.99,0.39,11,6,Medium,Expensive,1.672240803,Medium
6.1,0.17,0.28,2.5,0.028,22,98,0.99072,3.16,0.37,11.1,7,High,Medium,0.791139241,High
7.4,0.2,0.35,6.1,0.025,10,40,0.99244,2.79,0.52,10.9,5,Low,Expensive,2.186379928,Medium
6.7,0.39,0.24,2.7,0.017,22,80,0.99084,3.03,0.37,11.5,5,Low,Low,0.891089109,High
5.4,0.46,0.15,2.1,0.026,29,130,0.98953,3.39,0.77,13.4,8,High,Medium,0.619469027,High
6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5,Low,Medium,4.188311688,Medium
6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5,Low,Medium,4.188311688,Medium
6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5,Low,Expensive,4.188311688,Medium
6.3,0.24,0.29,13.7,0.035,53,134,0.99567,3.17,0.38,10.6,6,Medium,Medium,4.321766562,Medium
6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5,Low,Low,4.188311688,Medium
7.4,0.27,0.31,2.4,0.014,15,143,0.99094,3.03,0.65,12,4,Low,Expensive,0.792079208,High
6.1,0.27,0.28,9.8,0.042,61,125,0.99532,3.14,0.42,10.2,6,Medium,Expensive,3.121019108,Medium
6.3,0.24,0.29,13.7,0.035,53,134,0.99567,3.17,0.38,10.6,6,Medium,Expensive,4.321766562,Medium
5,0.61,0.12,1.3,0.009,65,100,0.9874,3.26,0.37,13.5,5,Low,Medium,0.398773006,High
6.7,0.42,0.39,12.1,0.04,61,248,0.99794,3.31,0.58,9.7,5,Low,Expensive,3.655589124,Medium
6.5,0.33,0.28,6.1,0.018,41,103,0.99122,3.24,0.32,12.2,6,Medium,Medium,1.882716049,High
6.9,0.33,0.31,7.7,0.04,29,135,0.99226,3.11,0.57,12.3,5,Low,Expensive,2.475884244,High
6.5,0.33,0.28,6.1,0.018,41,103,0.99122,3.24,0.32,12.2,6,Medium,Medium,1.882716049,High
6.3,0.15,0.3,1.4,0.022,38,100,0.99099,3.42,0.57,11.4,7,High,Low,0.409356725,High
6.5,0.32,0.45,7.7,0.022,31,97,0.99134,3.2,0.7,12.7,7,High,Medium,2.40625,High
6.7,0.42,0.39,12.1,0.04,61,248,0.99794,3.31,0.58,9.7,5,Low,Expensive,3.655589124,Medium
7.4,0.25,0.29,6.8,0.02,31,113,0.99338,3.13,0.29,10.8,6,Medium,Expensive,2.172523962,Medium
7.6,0.27,0.3,9.2,0.018,23,96,0.9938,3.08,0.29,11,6,Medium,Medium,2.987012987,Medium
6.4,0.27,0.45,8.3,0.05,52,196,0.9955,3.18,0.48,9.5,5,Low,Low,2.610062893,Medium
6.5,0.25,0.27,17.4,0.064,29,140,0.99776,3.2,0.49,10.1,6,Medium,Expensive,5.4375,Medium
5.6,0.19,0.31,2.7,0.027,11,100,0.98964,3.46,0.4,13.2,7,High,Expensive,0.780346821,High
7.4,0.29,0.48,12.8,0.037,61.5,182,0.99808,3.02,0.34,8.8,5,Low,Medium,4.238410596,Low
6.4,0.34,0.44,8.2,0.043,54,201,0.99551,3.18,0.48,9.5,5,Low,Medium,2.578616352,Medium
6.6,0.27,0.52,8.1,0.044,53,202,0.99548,3.18,0.48,9.5,5,Low,Medium,2.547169811,Medium
6.6,0.26,0.52,8.2,0.047,52,191,0.99541,3.16,0.47,9.5,6,Medium,Medium,2.594936709,Medium
6.4,0.27,0.45,8.3,0.05,52,196,0.9955,3.18,0.48,9.5,5,Low,Medium,2.610062893,Medium
6.5,0.26,0.5,8,0.051,46,197,0.99536,3.18,0.47,9.5,5,Low,Medium,2.51572327,Medium
6.8,0.25,0.3,11.8,0.043,53,133,0.99524,3.03,0.58,10.4,6,Medium,Medium,3.894389439,Medium
6.3,0.32,0.26,12,0.049,63,170,0.9961,3.14,0.55,9.9,6,Medium,Medium,3.821656051,Medium
5.5,0.24,0.45,1.7,0.046,22,113,0.99224,3.22,0.48,10,5,Low,Low,0.527950311,Medium
6.5,0.25,0.27,17.4,0.064,29,140,0.99776,3.2,0.49,10.1,6,Medium,Medium,5.4375,Medium
6.6,0.13,0.29,13.9,0.056,33,95,0.99702,3.17,0.39,9.4,6,Medium,Low,4.384858044,Medium
7,0.39,0.21,10.7,0.098,13,91,0.99657,3.03,0.47,9.3,5,Low,Medium,3.531353135,Medium
7.9,0.21,0.39,2,0.057,21,138,0.99176,3.05,0.52,10.9,5,Low,Medium,0.655737705,Medium
7,0.3,0.28,2.2,0.042,21,177,0.99166,3.2,0.57,11.4,5,Low,Low,0.6875,High
8.1,0.2,0.3,1.3,0.036,7,49,0.99242,2.99,0.73,10.3,5,Low,Medium,0.434782609,Medium
8.3,0.18,0.3,1.1,0.033,20,57,0.99109,3.02,0.51,11,6,Medium,Medium,0.364238411,Medium
7.9,0.21,0.39,2,0.057,21,138,0.99176,3.05,0.52,10.9,5,Low,Expensive,0.655737705,Medium
7.2,0.17,0.34,6.4,0.042,16,111,0.99278,2.99,0.4,10.8,6,Medium,Low,2.140468227,Medium
8.1,0.2,0.3,1.3,0.036,7,49,0.99242,2.99,0.73,10.3,5,Low,Medium,0.434782609,Medium
8.3,0.18,0.3,1.1,0.033,20,57,0.99109,3.02,0.51,11,6,Medium,Low,0.364238411,Medium
7,0.39,0.21,10.7,0.098,13,91,0.99657,3.03,0.47,9.3,5,Low,Medium,3.531353135,Medium
6.8,0.21,0.62,6.4,0.041,7,113,0.99358,2.96,0.59,10.2,5,Low,Medium,2.162162162,Medium
6.9,0.21,0.62,6.3,0.042,7,109,0.99358,2.96,0.59,10.2,6,Medium,Expensive,2.128378378,Medium
7.2,0.17,0.34,6.4,0.042,16,111,0.99278,2.99,0.4,10.8,6,Medium,Medium,2.140468227,Medium
6.8,0.26,0.34,15.1,0.06,42,162,0.99705,3.24,0.52,10.5,3,Low,Medium,4.660493827,Medium
7.2,0.28,0.38,2,0.052,23,156,0.9912,3.13,0.52,11.1,5,Low,Medium,0.638977636,High
7.9,0.21,0.39,2,0.057,21,138,0.99176,3.05,0.52,10.9,5,Low,Medium,0.655737705,Medium
7,0.3,0.28,2.2,0.042,21,177,0.99166,3.2,0.57,11.4,5,Low,Medium,0.6875,High
7.4,0.34,0.28,12.1,0.049,31,149,0.99677,3.22,0.49,10.3,5,Low,Expensive,3.757763975,Medium
6.3,0.43,0.32,8.8,0.042,18,106,0.99172,3.28,0.33,12.9,7,High,Medium,2.682926829,High
6.8,0.41,0.3,8.8,0.045,28,131,0.9953,3.12,0.59,9.9,5,Low,Expensive,2.820512821,Medium
